end_date,state,days_left,pollster,sample_size,Captain America,Iron Man
2020-10-11,NC,23,Susquehanna,500,47,41
2020-10-20,WI,14,Beacon Research/Shaw & Company,1037,49,43
2020-10-20,OH,14,Citizen Data,1000,52,32
2020-10-23,OK,11,SurveyMonkey,2746,45,46
2020-10-27,ME,7,SurveyMonkey,1916,47,48
2020-06-08,WI,148,Morning Consult,797,49.1,37
2020-08-09,ME,86,Critical Insights,453,36,48.6
2020-10-13,NC,21,Ipsos,660,48,38.900000000000006
2020-10-13,IN,21,SurveyUSA,685,42,46
2020-10-18,KY,16,SurveyMonkey,2788,54,42
2020-10-23,NJ,11,SurveyMonkey,5944,54,37
2020-10-20,FL,14,Citizen Data,1000,47,36
2020-10-27,FL,7,CES / YouGov,3755,53,43
2020-10-29,FL,5,HarrisX,1148,53,36.77
2020-10-15,MT,19,SurveyMonkey,835,55,43.7
2020-10-30,DE,4,SurveyMonkey,668,62,32
2020-10-23,CA,11,SurveyMonkey,22491,46,42
2020-06-05,WI,151,Morning Consult,797,38,53
2020-10-06,PA,28,Redfield & Wilton Strategies,927,46,47
2020-07-25,WI,101,Morning Consult,797,51.77,36.5
2020-10-20,TX,14,YouGov,1000,39,43
2020-10-22,LA,12,U. New Orleans,755,42,41
2020-07-27,CA,99,UC Berkeley,6756,50.879999999999995,46
2020-08-02,AZ,93,Data for Progress,1215,49,49
2020-06-30,UT,126,SurveyMonkey,412,53,46
2020-10-19,NC,15,Change Research,521,42.57,54
2020-10-13,WY,21,SurveyMonkey,416,48,43.5
2020-06-30,CT,126,SurveyMonkey,574,58,40.36
2020-08-12,LA,83,Anzalone Liszt Grove,800,49,45
2020-10-31,ME,3,Emerson College Polling Society,611,47.1,43
2020-10-24,DC,10,SurveyMonkey,902,57,37
2020-07-18,GA,108,Trafalgar Group,1023,42,58
2020-10-30,AZ,4,SSRS,865,44,51.8
2020-10-21,MS,13,SurveyMonkey,1541,45,39.4
2020-10-21,NE,13,SurveyMonkey,1630,41,57
2020-11-01,AK,2,SurveyMonkey,537,47.5,34
2020-10-17,WY,17,SurveyMonkey,553,47,46
2020-10-13,MD,21,SurveyMonkey,3707,63,28
2020-10-27,TX,7,CES / YouGov,2947,50,39.02
2020-10-26,GA,8,Swayable,373,44,49
2020-09-22,AZ,42,Data for Progress,481,49,43
2020-09-25,PA,39,Redfield & Wilton Strategies,1015,50,46
2020-10-23,KY,11,SurveyMonkey,3300,50,43
2020-10-31,ME,3,Emerson College Polling Society,611,39.26,44.43
2020-06-30,ME,126,SurveyMonkey,202,49,43
2020-10-13,VT,21,SurveyMonkey,579,43,40
2020-09-06,NC,58,Change Research,442,43,41
2020-07-27,CA,99,UC Berkeley,6756,27.69,46
2020-10-25,PA,9,SurveyMonkey,9986,42.72,41
2020-07-18,GA,108,Trafalgar Group,1023,40,59.18
2020-10-16,NV,18,SurveyMonkey,2328,44,42
2020-10-31,CO,3,SurveyMonkey,2888,49,33
2020-10-29,ME,5,SurveyMonkey,1215,40,45
2020-10-15,CO,19,RMG Research,800,42,35.3
2020-07-27,WI,99,Morning Consult,797,45,36
2020-10-30,PA,4,Emerson College Polling Society,823,50,43
2020-09-16,GA,48,Redfield & Wilton Strategies,800,47,48.1
2020-10-22,WV,12,SurveyMonkey,1203,52,43
2020-10-31,IA,3,Emerson College Polling Society,604,40,49
2020-10-14,NJ,20,SurveyMonkey,4272,38.5,48
2020-10-14,OH,20,SurveyMonkey,5382,42.6,44
2020-10-13,MI,21,Redfield & Wilton Strategies,972,52,42
2020-10-10,FL,24,Florida Atlantic University,644,49.3,44
2020-10-30,IA,4,SurveyMonkey,1490,49,37
2020-09-06,WI,58,Morning Consult,770,46.2,53
2020-09-02,NM,62,Research & Polling,1123,46,43
2020-11-01,PA,2,Change Research,699,53.6,31
2020-11-02,AR,1,SurveyMonkey,1309,56,36
2020-10-20,MN,14,SurveyMonkey,4750,65,31
2020-06-30,MT,126,SurveyMonkey,166,45,40
2020-10-23,SD,11,SurveyMonkey,928,44,30
2020-10-06,MN,28,SurveyUSA,929,57.400000000000006,37
2020-11-02,FL,1,SurveyMonkey,8792,63,31
2020-10-12,ID,22,SurveyMonkey,1123,33,56
2020-10-12,FL,22,St. Pete Polls,2215,42,44
2020-10-20,CO,14,Morning Consult,788,61,32
2020-10-12,NM,22,SurveyMonkey,1555,43,40
2020-10-31,MI,3,InsiderAdvantage,500,50,43
2020-07-31,NC,95,YouGov,1129,50,34
2020-08-31,NV,64,SurveyMonkey,998,41,45
2020-10-18,TX,16,SurveyMonkey,14047,51.37,28
2020-10-16,WY,18,SurveyMonkey,531,44,46
2020-09-06,FL,58,Change Research,1144,32,60
2020-10-14,DC,20,SurveyMonkey,612,52,45.4
2020-11-02,NJ,1,SurveyMonkey,3870,50,41
2020-08-18,AZ,77,Redfield & Wilton Strategies,856,44,48.36
2020-10-06,WV,28,Research America Inc.,450,44,26
2020-10-21,IA,13,SurveyMonkey,2654,48,49.95
2020-10-14,SC,20,Siena College/NYT Upshot,605,40.74,45
2020-07-16,WI,110,Morning Consult,797,49.81,48
2020-10-25,FL,9,Florida Atlantic University,937,54,32
2020-09-15,MI,49,EPIC/MRA,600,45,39.6
2020-10-30,FL,4,Emerson College Polling Society,849,51,36
2020-09-05,ME,59,Fabrizio Ward/Hart Research Associates,800,43,46
2020-07-31,IL,95,SurveyMonkey,7565,45,44
2020-10-26,MS,8,Civiqs,507,42,56
2020-10-31,OH,3,Trafalgar Group,1041,48.9,45.9
2020-06-30,IA,126,SurveyMonkey,455,39,48
2020-10-28,MI,6,Wick,1000,40,47
2020-10-23,OK,11,SurveyMonkey,2746,46,42
2020-10-12,CA,22,SurveyMonkey,21492,51,44.3
2020-10-21,MS,13,SurveyMonkey,1541,41,51
2020-10-19,GA,15,Siena College/NYT Upshot,759,42,43
2020-11-02,AZ,1,Ipsos,610,60,39.8
2020-08-23,WI,72,Trafalgar Group,1011,46,31
2020-10-14,MO,20,SurveyMonkey,3273,48,49
2020-10-14,NH,20,SurveyMonkey,1153,56,44
2020-10-31,PA,3,InsiderAdvantage,500,52,33
2020-10-29,CA,5,SurveyMonkey,11171,37,53
2020-10-27,AR,7,SurveyMonkey,2154,30,58
2020-09-23,NV,41,Beacon Research/Shaw & Company,810,46,53
2020-10-27,HI,7,SurveyMonkey,1231,58,34
2020-07-25,WI,101,Morning Consult,797,43.6,48.7
2020-11-01,WI,2,SurveyMonkey,2475,50,46
2020-11-02,VA,1,SurveyMonkey,4550,51,43
2020-11-02,MA,1,SurveyMonkey,3653,47.45,48
2020-10-30,GA,4,SurveyMonkey,3736,50,44
2020-09-11,MD,53,Opinion Works,753,46.1,48.45
2020-10-22,SC,12,SurveyMonkey,4255,45,51
2020-10-21,TN,13,SurveyMonkey,4469,38.32,46
2020-10-03,AZ,31,Siena College/NYT Upshot,655,61,23
2020-09-07,PA,57,Marist,771,37,39
2020-10-30,AZ,4,Siena College/NYT Upshot,1252,41,43
2020-10-20,MA,14,SurveyMonkey,4820,55.3,37
2020-10-05,PA,29,Emerson College Polling Society,688,44,36
2020-10-20,OK,14,SurveyMonkey,2380,45,43.1
2020-09-20,PA,44,Franklin and Marshall College,480,55,43
2020-09-14,PA,50,Redfield & Wilton Strategies,1036,45.9,53
2020-10-30,WY,4,SurveyMonkey,378,47.2,44
2020-09-15,AZ,49,Siena College/NYT Upshot,653,45,44
2020-10-21,KY,13,SurveyMonkey,3136,43,42.6
2020-10-25,MI,9,SurveyMonkey,7094,51,40.7
2020-09-26,AZ,38,Redfield & Wilton Strategies,871,41.2,46
2020-07-13,FL,113,Gravis Marketing,529,62,32
2020-10-31,FL,3,Morning Consult,4451,46,40
2020-07-26,MI,100,Morning Consult,1320,32,45
2020-10-20,MI,14,Morning Consult,1717,58,33
2020-10-24,CO,10,SurveyMonkey,5656,50,40
2020-09-30,AR,34,SurveyMonkey,771,48.4,45.9
2020-10-23,MI,11,SurveyMonkey,6891,46,45
2020-10-16,DC,18,SurveyMonkey,704,46.46,43
2020-10-18,MI,16,Data for Progress,830,53,30
2020-10-19,CO,15,SurveyMonkey,5272,42,41.71
2020-10-20,CT,14,SurveyMonkey,3105,45,54
2020-08-13,WI,82,Morning Consult,797,45,47
2020-10-13,NJ,21,SurveyMonkey,4032,49,42
2020-10-14,FL,20,SurveyMonkey,13016,52,45.5
2020-11-02,LA,1,SurveyMonkey,1556,33,41
2020-08-02,TX,93,Morning Consult,2576,39,45
2020-10-01,NM,33,PPP,886,37.9,53
2020-10-19,MA,15,SurveyMonkey,4600,55,36.6
2020-10-18,AR,16,SurveyMonkey,1640,47.2,40.52
2020-10-18,MI,16,Zia Poll,2851,55.790000000000006,42
2020-07-31,NJ,95,SurveyMonkey,2426,50,46
2020-10-20,ID,14,SurveyMonkey,1547,46,44
2020-10-21,CA,13,UC Berkeley,5352,46,39
2020-10-31,IL,3,SurveyMonkey,5013,52.3,44
2020-10-18,MI,16,Trafalgar Group,1034,56,40
2020-06-30,MS,126,SurveyMonkey,425,45,39
2020-10-28,NJ,6,SurveyMonkey,6472,44,51
2020-10-26,OH,8,Swayable,440,53,47
2020-10-26,CA,8,Swayable,635,48,49.8
2020-10-13,VA,21,SurveyMonkey,4522,40,41
2020-10-17,WY,17,SurveyMonkey,553,44,52
2020-10-14,PA,20,SurveyMonkey,7258,44,56
2020-09-08,AZ,56,Benenson Strategy Group/GS Strategy Group,1600,49,47
2020-10-24,NY,10,SurveyMonkey,9750,37,31
2020-09-13,CA,51,PPIC,1168,47,37
2020-10-20,FL,14,Morning Consult,4685,49,46
2020-11-01,VA,2,SurveyMonkey,4145,45,48
2020-10-14,WY,20,SurveyMonkey,450,48,47
2020-10-19,SC,15,SurveyMonkey,3810,22.22,50
2020-10-31,AZ,3,Emerson College Polling Society,732,43.3,44
2020-10-19,WI,15,Change Research,447,41,42
2020-06-25,WI,131,Morning Consult,797,48,45
2020-10-23,MA,11,SurveyMonkey,5198,47.82,43
2020-10-19,MA,15,SurveyMonkey,4600,38.5,46
2020-07-28,NH,98,U. New Hampshire,1893,37,33
2020-09-29,OR,35,Civiqs,944,40,43
2020-10-09,PA,25,Whitman Insight Strategies,517,32,41.9
2020-10-27,CT,7,SurveyMonkey,3632,52,46
2020-10-25,ME,9,SurveyMonkey,1749,51.07,37
2020-10-10,WI,24,Redfield & Wilton Strategies,613,37,50
2020-08-31,MN,64,SurveyMonkey,1939,61,26.34
2020-08-30,GA,65,Morning Consult,1392,52,45.4
2020-10-28,OH,6,Gravis Marketing,613,44,45
2020-11-01,OR,2,Swayable,324,69,9
2020-10-20,IA,14,SurveyMonkey,2581,37,56
2020-10-24,WI,10,SurveyMonkey,4465,46.6,35
2020-10-11,MI,23,Siena College/NYT Upshot,614,49,38.5
2020-10-04,UT,30,Y2 Analytics,1214,48.4,37.47
2020-08-31,NH,64,SurveyMonkey,444,52,36.65
2020-10-31,ND,3,SurveyMonkey,399,42,46
2020-10-29,WI,5,SurveyMonkey,2456,51.8,45
2020-10-24,OR,10,SurveyMonkey,4862,45,45.3
2020-11-02,SC,1,Øptimus,817,48,37
2020-08-16,GA,79,Morning Consult,1265,44,48
2020-10-18,NC,16,Data for Progress,929,43,44.6
2020-10-30,AZ,4,SurveyMonkey,3824,49,41
2020-10-17,NY,17,SurveyMonkey,9914,35.23,40
2020-11-01,WV,2,SurveyMonkey,738,47.5,45
2020-10-12,SC,22,SurveyMonkey,2816,55.95,40
2020-10-19,IA,15,Monmouth U.,501,50,44
2020-10-31,SD,3,SurveyMonkey,597,44,40
2020-10-24,NH,10,SurveyMonkey,1599,50.3,42
2020-10-18,TN,16,SurveyMonkey,3973,40.66,54
2020-10-30,MD,4,SurveyMonkey,3154,38,45.02
2020-09-09,WI,55,Morning Consult,816,47,32
2020-08-31,WI,64,SurveyMonkey,1913,43,57
2020-07-31,IL,95,SurveyMonkey,7565,40.52,47
2020-08-30,MN,65,Morning Consult,647,77,22
2020-10-18,AR,16,SurveyMonkey,1640,51.91,46
2020-10-17,CO,17,SurveyMonkey,5054,54,37
2020-09-22,IA,42,Monmouth U.,402,48.15,42
2020-07-22,WI,104,Morning Consult,797,47,53
2020-10-13,MI,21,Redfield & Wilton Strategies,972,45,42
2020-10-15,FL,19,SurveyMonkey,13616,47,44
2020-09-03,MI,61,Redfield & Wilton Strategies,967,48,43
2020-11-01,NV,2,SurveyMonkey,2211,48,36
2020-10-23,WV,11,SurveyMonkey,1223,54,43
2020-09-07,MN,57,SurveyUSA,553,51,34
2020-10-28,AL,6,SurveyMonkey,3363,44.35,49
2020-10-20,WI,14,Beacon Research/Shaw & Company,1037,54,29.200000000000003
2020-11-01,WI,2,SurveyMonkey,2475,48,47
2020-10-15,MO,19,Remington,1010,49,44.9
2020-10-27,OK,7,SurveyMonkey,3082,44.72,48
2020-10-14,ID,20,SurveyMonkey,1296,45.4,50
2020-10-16,NE,18,SurveyMonkey,1339,42,44.86
2020-10-18,GA,16,SurveyMonkey,5795,29.9,55
2020-10-27,WV,7,SurveyMonkey,1315,49.47,38
2020-10-15,AR,19,SurveyMonkey,1466,46,40
2020-08-31,WI,64,Morning Consult,819,33,43
2020-11-02,DE,1,SurveyMonkey,656,50,40.93
2020-10-17,CT,17,SurveyMonkey,2907,46,31
2020-09-30,TX,34,SurveyMonkey,13395,36,37
2020-10-28,NC,6,Wick,1000,52,42
2020-10-22,ID,12,SurveyMonkey,1625,57,30
2020-10-15,MI,19,Harris Poll,1289,48.9,42
2020-09-16,AZ,48,Ipsos,565,39,54.84
2020-10-30,AZ,4,Data Orbital,550,58,30.57
2020-08-31,IN,64,SurveyMonkey,1672,53.6,42
2020-10-27,NY,7,SurveyMonkey,9937,51,41.9
2020-10-12,PA,22,Trafalgar Group,1034,50,39
2020-10-19,IA,15,Monmouth U.,501,44,38.4
2020-08-13,WI,82,Morning Consult,797,41,44
2020-10-23,KS,11,SurveyMonkey,3097,58.9,37.38
2020-10-29,AK,5,SurveyMonkey,663,32,52
2020-10-31,DE,3,SurveyMonkey,664,37,49.6
2020-10-12,GA,22,SurveyMonkey,4544,40,48
2020-11-02,HI,1,SurveyMonkey,688,53,35
2020-06-29,AZ,127,Data Orbital,600,46,32.46
2020-10-13,IA,21,David Binder Research,200,65,20
2020-10-18,RI,16,SurveyMonkey,654,49,46
2020-10-11,MI,23,Morning Consult,1710,40,43
2020-08-10,PA,85,Emerson College Polling Society,843,45,32
2020-09-20,NC,44,Harper Polling,612,47,43
2020-10-28,NJ,6,SurveyMonkey,6472,49,35
2020-10-19,GA,15,Siena College/NYT Upshot,759,43,45
2020-09-02,GA,62,Opinion Insight,800,53,38
2020-07-26,CO,100,Morning Consult,616,53.54,41
2020-10-31,OH,3,Morning Consult,2179,33,31
2020-07-16,PA,110,Pulse Opinion Research,750,32,56
2020-10-12,WV,22,SurveyMonkey,771,46,40
2020-10-19,ME,15,SurveyMonkey,1430,61,32
2020-10-26,NY,8,Swayable,495,45,51
2020-10-28,NV,6,Gravis Marketing,688,38,46.5
2020-10-31,GA,3,Emerson College Polling Society,749,48,44
2020-10-22,ND,12,SurveyMonkey,548,46.9,40
2020-07-10,FL,116,YouGov,1206,52,46.6
2020-10-29,OK,5,SurveyMonkey,1866,35,34
2020-09-13,NC,51,SurveyUSA,596,63,36
2020-08-31,CO,64,SurveyMonkey,2385,45,38
2020-10-14,VA,20,SurveyMonkey,4878,50,48
2020-06-23,WI,133,Morning Consult,797,44.05,43
2020-08-30,FL,65,Morning Consult,3790,47,40
2020-10-14,NE,20,SurveyMonkey,1225,43,51
2020-06-24,WI,132,Morning Consult,797,43,45
2020-09-08,OK,56,SoonerPoll.com,486,57.620000000000005,32
2020-06-05,WI,151,Morning Consult,797,39.1,45
2020-10-14,NC,20,SurveyMonkey,5387,64.65,33
2020-10-31,ME,3,Emerson College Polling Society,611,45.31,48
2020-08-30,NV,65,University of Nevada Las Vegas Lee Business School,682,48,40
2020-10-30,NC,4,SurveyMonkey,5280,50,10
2020-08-12,WI,83,Morning Consult,797,54,32
2020-10-21,GA,13,Landmark Communications,500,49,46
2020-10-06,MI,28,Redfield & Wilton Strategies,700,51,32
2020-10-23,AR,11,SurveyMonkey,1989,38,53
2020-10-13,WI,21,SurveyMonkey,4414,52,47
2020-06-30,SD,126,SurveyMonkey,160,47,53
2020-10-21,FL,13,Rasmussen (Pulse Opinion Research),800,42.5,42
2020-07-12,WI,114,Morning Consult,797,47,40
2020-10-27,GA,7,CES / YouGov,1456,54,36
2020-10-27,HI,7,SurveyMonkey,1231,50,32
2020-10-03,OH,31,Trafalgar Group,1035,54,37
2020-06-06,WI,150,Morning Consult,797,32,41.6
2020-10-27,PA,7,SurveyMonkey,10250,44,49
2020-10-29,MI,5,SurveyMonkey,4244,78,15
2020-08-27,MT,68,Expedition Strategies,400,44.76,46
2020-10-13,GA,21,SurveyMonkey,4716,47,37
2020-10-20,KS,14,SurveyMonkey,2825,58,32
2020-10-20,OH,14,Morning Consult,2271,41,54
2020-08-04,WI,91,Morning Consult,797,40,60
2020-10-30,AZ,4,SSRS,865,55,36.5
2020-10-27,VA,7,SurveyMonkey,7382,57,35
2020-10-19,MI,15,Change Research,718,37.76,54
2020-10-25,NE,9,SurveyMonkey,1777,50,43
2020-10-28,RI,6,SurveyMonkey,910,57,39
2020-09-25,NV,39,University of Nevada Las Vegas Lee Business School,641,50.6,46
2020-10-11,GA,23,Data for Progress,782,40,43
2020-10-30,WV,4,SurveyMonkey,805,49.7,46
2020-10-14,HI,20,SurveyMonkey,829,51,42
2020-08-31,AL,64,SurveyMonkey,1220,43.4,43
2020-09-19,MI,45,Hart Research Associates,400,43,46
2020-10-14,VA,20,SurveyMonkey,4878,53,46
2020-10-22,NE,12,SurveyMonkey,1643,41,53
2020-10-31,MI,3,Trafalgar Group,1033,48,49
2020-09-22,MI,42,Baldwin Wallace University/Oakland University/Ohio Northern University,1001,52,45
2020-10-30,AZ,4,SurveyMonkey,3824,43,47
2020-09-28,SC,36,Data for Progress,824,52,46
2020-10-19,RI,15,SurveyMonkey,678,51,34
2020-10-05,AZ,29,Basswood Research,800,48,52
2020-10-25,AR,9,SurveyMonkey,2033,40,44.3
2020-07-19,VA,107,Virginia Commonwealth U.,725,40,41
2020-10-25,AZ,9,OH Predictive Insights / MBQF,716,41.46,43
2020-08-18,WI,77,Morning Consult,797,52,46.3
2020-10-19,PA,15,Suffolk,500,58,32
2020-10-12,TX,22,SurveyMonkey,13198,53.44,43.33
2020-10-23,MD,11,SurveyMonkey,5324,52,35
2020-11-01,IN,2,Swayable,264,48,46.7
2020-10-16,AR,18,SurveyMonkey,1577,48,46
2020-06-09,WI,147,Morning Consult,797,44,43
2020-10-28,WY,6,SurveyMonkey,739,55,35
2020-10-28,MS,6,SurveyMonkey,2116,50,48
2020-10-20,GA,14,Morning Consult,1672,42,49
2020-10-19,DE,15,SurveyMonkey,1044,49.43,46
2020-07-16,OH,110,Pulse Opinion Research,750,50,50
2020-10-29,MI,5,Mitchell,817,48,39.7
2020-10-18,NV,16,SurveyMonkey,2492,41,35
2020-08-05,TX,90,Trafalgar Group,1015,47,38.72
2020-09-14,WI,50,Morning Consult,809,48,48
2020-10-27,PA,7,SurveyMonkey,10250,41.5,43
2020-10-16,WI,18,YouGov,1112,40.21,37
2020-11-01,PA,2,Marist,772,47,39
2020-10-13,FL,21,Trafalgar Group,1051,57,43
2020-08-31,NJ,64,SurveyMonkey,2309,45,50
2020-08-16,NC,79,Morning Consult,1493,46,53
2020-10-13,MI,21,RMG Research,800,61,32
2020-10-28,ND,6,SurveyMonkey,700,56,35
2020-10-12,MI,22,SurveyMonkey,4656,46,37
2020-08-20,WI,75,Morning Consult,797,44,41.79
2020-10-27,IL,7,SurveyMonkey,7810,32.48,48
2020-11-02,HI,1,SurveyMonkey,688,59,38
2020-09-06,FL,58,Marist,766,47,52
2020-10-12,WI,22,SurveyMonkey,4397,53.5,33
2020-10-22,MT,12,SurveyMonkey,1170,52,45
2020-10-31,PA,3,Trafalgar Group,1062,50,48
2020-10-15,NJ,19,SurveyMonkey,4566,50,43
2020-10-20,MT,14,Siena College/NYT Upshot,758,58,37.8
2020-10-24,UT,10,SurveyMonkey,2434,45,42
2020-10-19,OR,15,SurveyMonkey,3909,49,44
2020-10-28,NY,6,SurveyMonkey,10220,52.25,33.74
2020-10-27,FL,7,Quinnipiac,1324,54,36
2020-09-17,MO,47,Remington,1046,47,28
2020-06-11,MO,145,Remington,1152,44,46.4
2020-07-31,ME,95,SurveyMonkey,733,52,5
2020-11-01,OR,2,SurveyMonkey,3252,51,44
2020-11-01,MN,2,Swayable,466,35.9,57
2020-09-08,MI,56,Benenson Strategy Group/GS Strategy Group,1600,47.3,36.34
2020-10-18,MN,16,SurveyMonkey,4544,49,43
2020-10-29,NC,5,Redfield & Wilton Strategies,1489,51,46
2020-09-16,AZ,48,Ipsos,565,53,40
2020-10-13,NV,21,SurveyMonkey,1958,49,42
2020-10-13,OR,21,SurveyMonkey,3041,62,24
2020-10-27,HI,7,SurveyMonkey,1231,52,33
2020-10-29,KS,5,SurveyMonkey,2569,50,43
2020-10-25,MI,9,Glengariff Group Inc.,600,39,44
2020-10-14,MD,20,SurveyMonkey,3878,34.74,45
2020-07-31,MO,95,SurveyMonkey,2261,43.5,42
2020-10-19,WI,15,Latino Decisions,400,50,31
2020-11-02,MT,1,SurveyMonkey,1021,39,45
2020-08-30,NC,65,Morning Consult,1567,42,55.150000000000006
2020-10-27,WA,7,SurveyMonkey,7406,50,43
2020-11-01,NY,2,SurveyMonkey,5830,45.1,40.2
2020-07-18,WI,108,Morning Consult,797,50,41
2020-10-21,RI,13,SurveyMonkey,760,48,50
2020-10-31,NE,3,SurveyMonkey,1751,50,42
2020-09-10,WI,54,Siena College/NYT Upshot,760,39,58
2020-08-31,LA,64,SurveyMonkey,2587,51,47
2020-06-30,WI,126,Morning Consult,797,35,57
2020-10-31,ND,3,SurveyMonkey,399,43.5,41
2020-10-30,VT,4,SurveyMonkey,734,40,45
2020-06-07,MI,149,Kiaer Research,543,51,42
2020-09-07,MN,57,SurveyUSA,553,44,44
2020-06-30,MT,126,SurveyMonkey,166,47.7,44
2020-10-27,SC,7,SurveyMonkey,4582,38,43
2020-10-29,NC,5,Rasmussen (Pulse Opinion Research),800,45,46
2020-09-21,VA,43,Christopher Newport U.,796,40,59
2020-10-08,IA,26,Opinion Insight,800,47,42
2020-10-31,IN,3,SurveyMonkey,2545,77,21
2020-10-25,DE,9,SurveyMonkey,1212,36.98,59
2020-10-18,VT,16,SurveyMonkey,769,45,52
2020-11-01,DC,2,SurveyMonkey,457,59.11,39.4
2020-10-08,OH,26,Baldwin Wallace University/Oakland University/Ohio Northern University,1009,50.4,41
2020-10-25,KY,9,SurveyMonkey,3381,40,43
2020-09-18,FL,46,YouGov,1205,44,43
2020-10-16,UT,18,SurveyMonkey,2112,51,32
2020-10-16,DC,18,SurveyMonkey,704,48.6,31
2020-08-23,MI,72,Trafalgar Group,1048,55.4,44
2020-06-14,WI,142,Morning Consult,797,49,33
2020-10-16,WY,18,SurveyMonkey,531,51,43
2020-08-31,SC,64,SurveyMonkey,1326,51,10
2020-10-06,TX,28,Crosswind Media & Public Relations,1000,53,40
2020-10-29,MN,5,SurveyMonkey,3011,50,45
2020-10-12,OH,22,SurveyMonkey,5056,54,29
2020-08-31,DE,64,SurveyMonkey,348,44,47.76
2020-10-14,FL,20,SurveyMonkey,13016,43,48
2020-11-01,IA,2,Change Research,1084,50,43
2020-10-22,IA,12,SurveyMonkey,2706,40.1,44
2020-10-22,VA,12,Virginia Commonwealth U.,709,59.38,35
2020-09-13,NC,51,SurveyUSA,596,43,37
2020-09-07,PA,57,Morning Consult,2227,40,44
2020-06-07,WI,149,Morning Consult,797,44,40.55
2020-10-28,WY,6,SurveyMonkey,739,48,47
2020-07-22,WI,104,Gravis Marketing,796,42,44
2020-10-19,GA,15,Emerson College Polling Society,506,45,53
2020-10-19,AZ,15,SurveyMonkey,5945,47.13,48.6
2020-10-18,RI,16,SurveyMonkey,654,39,48
2020-10-25,OR,9,SurveyMonkey,4932,49.5,48
2020-10-26,FL,8,YouGov,1200,48,36
2020-10-28,AZ,6,SurveyMonkey,5687,50,47
2020-10-30,WI,4,Emerson College Polling Society,751,31.78,41.45
2020-10-11,PA,23,Morning Consult,2610,55,45
2020-10-13,MS,21,SurveyMonkey,1118,42,49.51
2020-07-31,TN,95,SurveyMonkey,2481,51.67,32
2020-09-07,MI,57,Morning Consult,1455,57,32.8
2020-08-31,NV,64,SurveyMonkey,998,47.85,29
2020-10-31,WA,3,SurveyMonkey,3931,52,45.5
2020-10-19,AZ,15,Change Research,232,55,33
2020-10-18,ND,16,SurveyMonkey,490,41.49,51
2020-10-24,AZ,10,Y2 Analytics,700,59,41
2020-11-01,AL,2,SurveyMonkey,1608,54,39
2020-10-20,NH,14,SurveyMonkey,1448,47.3,47.04
2020-10-19,AZ,15,RMG Research,800,51,36
2020-10-18,DE,16,SurveyMonkey,989,45,33
2020-09-10,NV,54,Siena College/NYT Upshot,462,49,43.9
2020-06-30,OH,126,SurveyMonkey,1610,48,47.3
2020-11-02,MS,1,SurveyMonkey,1461,43,43
2020-10-12,NH,22,SurveyMonkey,1004,42,51.66
2020-10-25,AZ,9,OH Predictive Insights / MBQF,716,55,31
2020-09-16,NC,48,Ipsos,586,47,37
2020-06-30,WV,126,SurveyMonkey,264,49,42
2020-10-18,WY,16,SurveyMonkey,558,43,41.1
2020-09-30,NJ,34,SurveyMonkey,2952,46.35,31
2020-06-30,MA,126,SurveyMonkey,1091,55,32
2020-10-23,SD,11,SurveyMonkey,928,45,48
2020-07-26,WI,100,Change Research,392,61,35
2020-10-12,NH,22,SurveyMonkey,1004,40.7,32
2020-10-16,NY,18,SurveyMonkey,9878,48,44
2020-07-30,MI,96,EPIC/MRA,600,48,44.9
2020-06-11,MO,145,Remington,1152,54.8,29
2020-10-24,HI,10,SurveyMonkey,1172,48,47
2020-10-29,NM,5,Research & Polling,1180,36.03,31
2020-10-22,RI,12,SurveyMonkey,786,46.5,47
2020-10-20,DC,14,SurveyMonkey,796,55,40
2020-10-14,MI,20,Trafalgar Group,1025,53,45.1
2020-10-27,LA,7,SurveyMonkey,2569,44,54
2020-10-20,TX,14,Morning Consult,3347,55,31
2020-10-29,NM,5,SurveyMonkey,1548,33,45.37
2020-10-27,IL,7,SurveyMonkey,7810,57,38
2020-10-27,MI,7,Mitchell,759,38.9,38
2020-10-23,MT,11,SurveyMonkey,1210,51,48
2020-09-18,FL,46,YouGov,1205,53,37
2020-06-29,AZ,127,Data Orbital,600,50,44
2020-09-02,TX,62,University of Texas at Tyler,901,47,48
2020-10-13,LA,21,SurveyMonkey,2284,55,45
2020-08-28,WI,67,Opinium,700,45,47
2020-10-27,OH,7,Quinnipiac,1186,44,43.81
2020-10-23,MD,11,SurveyMonkey,5324,48,45
2020-10-22,MI,12,SurveyMonkey,6767,48.5,45.5
2020-10-20,WI,14,RMG Research,800,42,47.19
2020-10-25,MT,9,SurveyMonkey,1266,47,51
2020-07-10,TX,116,YouGov,1185,51,46.7
2020-08-31,MO,64,SurveyMonkey,1863,56,38.67
2020-10-18,WA,16,SurveyMonkey,7668,39,44.6
2020-11-01,WV,2,SurveyMonkey,738,56,43
2020-10-14,AL,20,SurveyMonkey,2265,55,32
2020-09-23,MI,41,Marist,799,44,51
2020-11-02,KS,1,SurveyMonkey,2321,44,45
2020-10-14,DE,20,SurveyMonkey,848,45.36,43
2020-10-14,NE,20,SurveyMonkey,1225,46,42
2020-10-12,FL,22,SurveyMonkey,12604,45,48
2020-09-06,FL,58,Marist,766,31,42
2020-08-17,WI,78,Morning Consult,797,50,47.7
